txn_id,investor_id,scheme_code,txn_date,amount,txn_type,age_band,income_bucket,city_tier,state
20860,1959,154321,2023-04-24,713432.03,Lumpsum,55-64,20L-50L,Tier 3,Rajasthan
20861,4631,127890,2025-11-28,211174.72,Redemption,55-64,5L-10L,Tier 3,Haryana
20862,372,122639,2023-06-05,170883.61,Lumpsum,65+,20L-50L,Tier 3,Tamil Nadu
20863,2489,135773,2024-02-18,18737.27,SIP,25-34,50L+,Tier 3,Telangana
20864,1852,143256,2025-05-26,41071.85,SIP,55-64,20L-50L,Tier 1,Kerala
20865,128,129876,2024-03-10,280833.28,Redemption,25-34,< 5L,Tier 3,Karnataka
20866,3329,142517,2024-03-13,28240.43,SIP,18-24,5L-10L,Tier 3,Gujarat
20867,3911,153456,2022-10-24,227324.6,Lumpsum,55-64,5L-10L,Tier 1,Haryana
20868,1901,115678,2026-01-06,21453.17,SIP,55-64,10L-20L,Tier 2,Karnataka
20869,835,128472,2024-02-25,15348.63,SIP,65+,10L-20L,Tier 1,Maharashtra
20870,4937,143256,2023-08-09,7192.18,SIP,35-44,< 5L,Tier 3,Haryana
20871,4866,131234,2025-09-03,6674.66,SIP,25-34,20L-50L,Tier 2,Tamil Nadu
20872,4195,115678,2024-10-22,49918.75,SIP,45-54,10L-20L,Tier 2,Delhi
20873,2315,141234,2022-12-27,39643.35,SIP,45-54,< 5L,Tier 2,Karnataka
20874,3539,144321,2023-08-18,17517.4,SIP,18-24,< 5L,Tier 3,Delhi
20875,2530,153456,2024-04-18,261016.27,Redemption,65+,10L-20L,Tier 1,Tamil Nadu
20876,194,116543,2026-05-01,1208.75,SIP,65+,< 5L,Tier 2,Madhya Pradesh
20877,4144,143256,2024-02-19,80410.57,Redemption,45-54,10L-20L,Tier 1,Delhi
20878,4510,144321,2026-01-16,49671.29,SIP,25-34,< 5L,Tier 2,Rajasthan
20879,3846,133322,2024-05-03,586888.65,Lumpsum,18-24,50L+,Tier 2,Karnataka
20880,1085,137654,2024-05-27,203226.96,Redemption,25-34,5L-10L,Tier 3,West Bengal
20881,2482,136789,2025-07-15,42755.08,Lumpsum,65+,5L-10L,Tier 1,Rajasthan
20882,1475,147210,2024-10-03,22256.08,SIP,55-64,50L+,Tier 3,Karnataka
20883,3319,135773,2022-04-23,6918.73,SIP,55-64,50L+,Tier 3,Delhi
20884,1988,145672,2023-11-26,319314.96,Redemption,35-44,50L+,Tier 1,Haryana
20885,4683,141234,2024-04-17,267155.91,Redemption,65+,5L-10L,Tier 1,Gujarat
20886,2452,127890,2023-03-06,512695.23,Lumpsum,45-54,5L-10L,Tier 1,Telangana
20887,3547,125497,2026-04-21,336476.69,Lumpsum,25-34,50L+,Tier 2,Gujarat
20888,4889,138543,2022-12-12,884959.43,Lumpsum,18-24,20L-50L,Tier 1,Karnataka
20889,1565,115678,2022-05-02,27304.24,SIP,35-44,20L-50L,Tier 3,Maharashtra
20890,4840,153456,2023-04-20,14372.87,SIP,65+,50L+,Tier 1,Tamil Nadu
20891,3155,150345,2022-07-16,363643.25,Redemption,55-64,20L-50L,Tier 1,Kerala
20892,4380,153456,2025-08-14,622753.39,Lumpsum,25-34,10L-20L,Tier 1,West Bengal
20893,1094,149012,2025-06-19,49972.76,SIP,35-44,50L+,Tier 1,Madhya Pradesh
20894,3819,147839,2024-11-18,11102.96,SIP,25-34,10L-20L,Tier 3,Delhi
20895,3251,121098,2022-01-04,23190.61,SIP,35-44,20L-50L,Tier 2,Madhya Pradesh
20896,4413,138291,2026-05-09,21298.44,SIP,55-64,10L-20L,Tier 2,West Bengal
20897,3548,143256,2025-08-05,400741.05,Lumpsum,25-34,5L-10L,Tier 2,West Bengal
20898,1925,146783,2025-09-22,48685.17,SIP,35-44,< 5L,Tier 2,Gujarat
20899,4394,124567,2023-04-21,839838.48,Lumpsum,18-24,5L-10L,Tier 2,Madhya Pradesh
20900,1076,154321,2025-09-26,28324.07,SIP,25-34,10L-20L,Tier 1,Kerala
20901,462,143256,2023-03-06,138106.3,Lumpsum,65+,20L-50L,Tier 3,Telangana
20902,4136,125497,2022-10-29,4402.56,SIP,45-54,10L-20L,Tier 2,Kerala
20903,4013,125497,2022-09-09,6765.74,SIP,18-24,20L-50L,Tier 3,Madhya Pradesh
20904,686,145672,2025-07-30,166882.25,Lumpsum,45-54,5L-10L,Tier 2,Tamil Nadu
20905,21,140987,2024-12-07,13442.61,SIP,45-54,5L-10L,Tier 3,Delhi
20906,870,141234,2025-11-17,488462.14,Redemption,18-24,5L-10L,Tier 1,Telangana
20907,1674,139847,2024-09-26,7901.68,SIP,45-54,10L-20L,Tier 1,Madhya Pradesh
20908,4855,115678,2023-02-19,764726.33,Lumpsum,45-54,5L-10L,Tier 1,Delhi
20909,558,148540,2026-01-12,515280.48,Lumpsum,18-24,50L+,Tier 3,Rajasthan
20910,144,119418,2022-01-13,26691.71,SIP,18-24,5L-10L,Tier 2,Tamil Nadu
20911,3824,141234,2023-10-04,640196.42,Lumpsum,18-24,5L-10L,Tier 2,Haryana
20912,1174,134567,2023-03-02,486990.45,Redemption,35-44,50L+,Tier 3,West Bengal
20913,1072,145672,2023-05-05,181394.19,Lumpsum,18-24,5L-10L,Tier 1,Kerala
20914,2452,154321,2022-07-20,282375.45,Redemption,45-54,5L-10L,Tier 1,Telangana
20915,3315,141234,2025-10-22,625310.22,Lumpsum,25-34,20L-50L,Tier 2,Madhya Pradesh
20916,3372,151234,2022-04-29,974130.42,Lumpsum,45-54,5L-10L,Tier 3,Kerala
20917,3477,119418,2024-08-01,242129.24,Redemption,55-64,50L+,Tier 3,Delhi
20918,1778,138291,2026-02-15,26008.22,SIP,18-24,20L-50L,Tier 2,Haryana
20919,2147,125497,2023-07-13,737666.17,Lumpsum,25-34,5L-10L,Tier 3,West Bengal
20920,1922,148540,2025-05-13,228265.57,Redemption,25-34,50L+,Tier 3,Delhi
20921,4393,148540,2024-01-23,32627.96,SIP,35-44,5L-10L,Tier 2,West Bengal
20922,4289,133322,2023-08-27,8128.07,SIP,65+,< 5L,Tier 2,Telangana
20923,794,116543,2024-12-06,26745.99,SIP,55-64,10L-20L,Tier 2,Gujarat
20924,2156,121098,2023-04-19,47066.76,SIP,65+,10L-20L,Tier 2,Maharashtra
20925,664,145672,2025-10-12,6459.83,SIP,65+,50L+,Tier 1,Telangana
20926,3971,151234,2023-10-01,30103.86,SIP,45-54,5L-10L,Tier 1,Kerala
20927,2187,145672,2023-06-17,372395.51,Redemption,65+,50L+,Tier 3,Kerala
20928,664,133322,2025-02-06,411538.73,Lumpsum,65+,50L+,Tier 1,Telangana
20929,4095,148540,2024-11-04,423593.24,Lumpsum,65+,20L-50L,Tier 1,Kerala
20930,3355,143256,2022-05-10,125212.43,Redemption,45-54,10L-20L,Tier 3,West Bengal
20931,4349,146783,2025-06-08,175747.78,Redemption,65+,10L-20L,Tier 2,Uttar Pradesh
20932,3450,134567,2024-08-28,927.75,SIP,18-24,< 5L,Tier 2,West Bengal
20933,2099,149012,2025-11-21,6108.56,SIP,35-44,50L+,Tier 2,Uttar Pradesh
20934,1860,142517,2025-05-17,41402.7,SIP,55-64,< 5L,Tier 3,Madhya Pradesh
20935,3861,152167,2023-04-02,428913.62,Redemption,65+,20L-50L,Tier 3,Gujarat
20936,4519,148540,2025-06-22,63468.65,Lumpsum,65+,10L-20L,Tier 3,Karnataka
20937,4844,118834,2022-09-18,7421.35,SIP,35-44,50L+,Tier 3,Uttar Pradesh
20938,397,125497,2023-06-15,39569.05,SIP,55-64,20L-50L,Tier 1,Karnataka
20939,4083,138291,2025-05-24,284194.92,Lumpsum,45-54,10L-20L,Tier 3,Telangana
20940,2538,123456,2024-10-22,834505.8,Lumpsum,18-24,20L-50L,Tier 1,West Bengal
20941,2697,136789,2022-02-04,39600.29,SIP,35-44,< 5L,Tier 2,Maharashtra
20942,1097,144321,2025-05-26,224086.02,Redemption,25-34,5L-10L,Tier 3,Telangana
20943,503,150345,2023-11-02,757224.82,Lumpsum,45-54,20L-50L,Tier 1,Karnataka
20944,1760,135773,2024-01-16,31838.4,SIP,25-34,10L-20L,Tier 1,Karnataka
20945,1812,120987,2025-11-04,467608.09,Redemption,55-64,50L+,Tier 2,Haryana
20946,2347,146783,2024-08-25,40495.25,SIP,65+,50L+,Tier 1,Delhi
20947,4847,142517,2026-02-27,25736.56,SIP,55-64,20L-50L,Tier 3,Tamil Nadu
20948,617,127890,2025-10-28,6245.92,SIP,45-54,5L-10L,Tier 1,Uttar Pradesh
20949,2891,120987,2024-01-02,317437.35,Redemption,18-24,10L-20L,Tier 3,Telangana
20950,3790,149012,2025-04-27,77881.7,Lumpsum,65+,5L-10L,Tier 2,Maharashtra
20951,3851,123456,2025-05-28,38591.6,SIP,35-44,< 5L,Tier 1,Maharashtra
20952,2403,138543,2022-11-28,9420.02,SIP,18-24,5L-10L,Tier 3,Delhi
20953,4925,140987,2022-07-11,158813.42,Lumpsum,45-54,20L-50L,Tier 2,Tamil Nadu
20954,368,125497,2023-06-29,6899.16,SIP,35-44,5L-10L,Tier 2,West Bengal
20955,171,143256,2022-07-09,1495.82,SIP,55-64,5L-10L,Tier 2,Karnataka
20956,2725,144321,2023-06-14,35868.01,SIP,65+,20L-50L,Tier 1,Gujarat
20957,1144,152167,2023-03-06,22360.08,SIP,35-44,20L-50L,Tier 2,Madhya Pradesh
20958,4164,138543,2025-02-07,244326.65,Lumpsum,45-54,5L-10L,Tier 3,Gujarat
20959,4145,154321,2022-10-20,38155.88,SIP,45-54,< 5L,Tier 2,Kerala
20960,4434,149012,2025-04-26,38500.72,SIP,18-24,5L-10L,Tier 1,Madhya Pradesh
20961,374,150345,2026-02-06,25065.08,SIP,45-54,50L+,Tier 1,Karnataka
20962,3851,141234,2025-10-11,40097.33,SIP,35-44,< 5L,Tier 1,Maharashtra
20963,1094,134567,2026-02-26,15724.46,SIP,35-44,50L+,Tier 1,Madhya Pradesh
20964,415,127890,2022-08-02,23562.34,SIP,35-44,20L-50L,Tier 3,Uttar Pradesh
20965,3870,149012,2025-02-15,28276.99,SIP,25-34,10L-20L,Tier 2,Haryana
20966,2841,132198,2025-10-16,427481.8,Lumpsum,18-24,50L+,Tier 2,West Bengal
20967,183,152167,2025-04-14,9582.2,SIP,18-24,< 5L,Tier 3,Madhya Pradesh
20968,4089,115678,2022-02-13,357143.77,Lumpsum,55-64,5L-10L,Tier 2,Haryana
20969,74,115678,2023-03-13,13327.47,SIP,25-34,10L-20L,Tier 2,Karnataka
20970,1863,140987,2025-10-27,39580.33,SIP,45-54,20L-50L,Tier 2,Telangana
20971,757,134567,2023-08-12,32337.38,SIP,45-54,10L-20L,Tier 3,Tamil Nadu
20972,4119,127890,2024-06-30,39368.79,SIP,65+,50L+,Tier 3,Tamil Nadu
20973,2340,118765,2023-03-09,40399.76,SIP,18-24,10L-20L,Tier 3,Rajasthan
20974,4839,151234,2026-04-28,14249.63,Lumpsum,25-34,< 5L,Tier 2,Tamil Nadu
20975,4143,149012,2024-12-05,103901.8,Redemption,45-54,< 5L,Tier 2,Kerala
20976,3129,145672,2026-05-16,14531.19,SIP,35-44,10L-20L,Tier 3,Rajasthan
20977,3119,133322,2025-06-18,41094.18,SIP,55-64,10L-20L,Tier 2,West Bengal
20978,1507,142517,2025-07-04,9308.34,SIP,25-34,20L-50L,Tier 3,Telangana
20979,4345,154321,2023-08-12,43965.69,SIP,35-44,20L-50L,Tier 2,Madhya Pradesh
20980,2374,133322,2022-02-10,44556.5,SIP,25-34,20L-50L,Tier 3,Delhi
20981,2090,137654,2025-03-31,332126.22,Redemption,35-44,< 5L,Tier 3,Madhya Pradesh
20982,3717,147210,2025-12-29,44044.11,SIP,25-34,5L-10L,Tier 1,Karnataka
20983,3229,147210,2025-06-24,41310.81,SIP,35-44,< 5L,Tier 2,Kerala
20984,887,115678,2022-06-04,423691.62,Lumpsum,55-64,20L-50L,Tier 1,Kerala
20985,4678,136789,2023-04-15,255224.89,Redemption,25-34,50L+,Tier 3,Kerala
20986,4775,152167,2022-12-01,387570.32,Redemption,18-24,50L+,Tier 1,Karnataka
20987,354,115678,2024-10-17,41434.85,SIP,45-54,< 5L,Tier 2,Haryana
20988,3774,127890,2024-02-07,3669.32,SIP,18-24,< 5L,Tier 2,Karnataka
20989,3631,118765,2024-12-31,3235.93,SIP,65+,< 5L,Tier 2,Karnataka
20990,1123,128472,2025-06-22,530577.73,Lumpsum,45-54,< 5L,Tier 1,Telangana
20991,1830,138291,2023-01-28,727607.04,Lumpsum,35-44,10L-20L,Tier 2,Telangana
20992,1788,137654,2024-11-07,33346.05,SIP,55-64,50L+,Tier 1,Delhi
20993,3954,149012,2026-04-21,317798.14,Lumpsum,65+,5L-10L,Tier 3,Karnataka
20994,2423,132198,2024-08-19,575036.74,Lumpsum,45-54,50L+,Tier 1,Haryana
20995,4986,147839,2022-03-19,773894.65,Lumpsum,25-34,10L-20L,Tier 2,Rajasthan
20996,2049,125497,2025-02-23,17713.27,SIP,25-34,< 5L,Tier 3,Uttar Pradesh
20997,1813,149012,2023-01-02,12428.64,SIP,18-24,50L+,Tier 1,Karnataka
20998,2908,133322,2026-02-20,651.28,SIP,65+,50L+,Tier 2,Delhi
20999,2371,131234,2023-03-05,34691.65,SIP,65+,< 5L,Tier 1,West Bengal
21000,2979,129876,2022-05-13,282786.9,Lumpsum,55-64,20L-50L,Tier 2,Gujarat
21001,1134,123456,2024-09-14,14724.02,SIP,45-54,5L-10L,Tier 3,Delhi
21002,1570,144321,2024-07-14,40457.7,SIP,35-44,5L-10L,Tier 1,Tamil Nadu
21003,4180,121098,2023-06-12,102037.06,Redemption,18-24,5L-10L,Tier 1,Kerala
21004,3344,141234,2022-04-04,20763.39,SIP,18-24,20L-50L,Tier 2,Haryana
21005,4082,147210,2022-11-28,2085.71,SIP,35-44,10L-20L,Tier 1,West Bengal
21006,2011,132198,2025-09-02,2334.73,SIP,18-24,20L-50L,Tier 3,Tamil Nadu
21007,4271,141234,2025-11-10,69021.33,Lumpsum,55-64,10L-20L,Tier 1,Rajasthan
21008,3059,143256,2024-07-28,36413.26,SIP,25-34,5L-10L,Tier 1,Haryana
21009,2052,127890,2023-07-03,43811.87,SIP,55-64,5L-10L,Tier 3,Karnataka
21010,418,138291,2025-04-07,40169.33,SIP,35-44,20L-50L,Tier 2,Gujarat
21011,262,153456,2025-01-25,36584.51,SIP,35-44,20L-50L,Tier 2,Madhya Pradesh
21012,900,149012,2026-01-05,1342.45,SIP,55-64,50L+,Tier 1,Delhi
21013,2016,142517,2025-09-16,41970.16,SIP,55-64,< 5L,Tier 3,Tamil Nadu
21014,680,136789,2022-01-23,13465.45,SIP,25-34,5L-10L,Tier 1,Delhi
21015,4172,138291,2024-03-31,147860.08,Redemption,55-64,5L-10L,Tier 3,Karnataka
21016,2471,131234,2024-09-23,17640.01,SIP,35-44,10L-20L,Tier 3,Rajasthan
21017,713,149012,2023-04-21,475281.23,Redemption,25-34,20L-50L,Tier 2,Tamil Nadu
21018,4821,143256,2026-01-14,281726.62,Redemption,35-44,< 5L,Tier 3,Uttar Pradesh
21019,390,132198,2023-08-03,38347.06,SIP,65+,20L-50L,Tier 2,Haryana
21020,260,138291,2023-04-08,342278.35,Redemption,65+,10L-20L,Tier 1,Telangana
21021,4028,135773,2024-10-04,20956.81,SIP,65+,50L+,Tier 1,Telangana
21022,4367,150345,2023-04-03,3575.14,SIP,25-34,5L-10L,Tier 2,Rajasthan
21023,2377,150345,2026-02-03,99552.75,Redemption,65+,20L-50L,Tier 2,Maharashtra
21024,1332,152167,2024-09-17,643057.96,Lumpsum,55-64,5L-10L,Tier 1,Telangana
21025,1883,129876,2022-05-07,42067.23,SIP,25-34,10L-20L,Tier 2,Rajasthan
21026,3030,144321,2026-05-19,226752.06,Redemption,35-44,50L+,Tier 1,Karnataka
21027,1582,127890,2023-05-09,806042.2,Lumpsum,55-64,< 5L,Tier 1,Maharashtra
21028,1481,140987,2026-01-23,21385.73,SIP,18-24,10L-20L,Tier 2,West Bengal
21029,3179,140987,2023-02-21,84473.51,Redemption,25-34,5L-10L,Tier 1,Rajasthan
21030,1801,142517,2024-06-14,36656.49,SIP,35-44,50L+,Tier 1,Maharashtra
21031,2144,139847,2023-06-26,37824.14,SIP,18-24,< 5L,Tier 1,Uttar Pradesh
21032,2250,145672,2026-05-09,22680.29,SIP,45-54,10L-20L,Tier 1,Gujarat
21033,1908,115678,2022-06-07,617603.34,Lumpsum,35-44,20L-50L,Tier 3,Tamil Nadu
21034,2126,154321,2024-10-28,2930.07,SIP,55-64,20L-50L,Tier 3,Karnataka
21035,896,127890,2023-03-11,43269.4,SIP,35-44,20L-50L,Tier 1,Telangana
21036,4621,131234,2022-11-04,959170.44,Lumpsum,55-64,20L-50L,Tier 1,Rajasthan
21037,3432,118834,2025-05-17,20726.58,SIP,18-24,< 5L,Tier 2,West Bengal
21038,669,140987,2024-12-01,762217.64,Lumpsum,45-54,5L-10L,Tier 1,Gujarat
21039,4161,143256,2024-04-18,569162.78,Lumpsum,55-64,20L-50L,Tier 1,Telangana
21040,2043,153456,2023-03-11,925887.69,Lumpsum,55-64,20L-50L,Tier 1,Gujarat
21041,4626,134567,2025-06-18,38520.03,SIP,65+,< 5L,Tier 2,Karnataka
21042,4177,150345,2024-08-21,19779.43,SIP,18-24,50L+,Tier 2,Gujarat
21043,1523,131234,2025-06-20,571709.44,Lumpsum,25-34,5L-10L,Tier 1,Telangana
21044,2744,147210,2023-03-18,49767.81,SIP,45-54,20L-50L,Tier 1,Maharashtra
21045,2631,133322,2023-10-21,20665.18,SIP,35-44,5L-10L,Tier 1,Uttar Pradesh
21046,2762,138543,2022-10-30,419398.59,Lumpsum,65+,5L-10L,Tier 3,Madhya Pradesh
21047,1638,115678,2024-03-20,8378.9,SIP,45-54,50L+,Tier 2,Gujarat
21048,4305,145672,2025-10-03,20747.67,SIP,18-24,10L-20L,Tier 2,Tamil Nadu
21049,2895,151234,2024-02-16,734820.28,Lumpsum,65+,< 5L,Tier 1,Telangana
21050,3068,146783,2024-06-06,561507.52,Lumpsum,35-44,50L+,Tier 1,Uttar Pradesh
21051,722,128472,2022-06-14,4053.79,SIP,35-44,20L-50L,Tier 1,West Bengal
21052,133,143256,2025-03-22,497935.07,Redemption,45-54,5L-10L,Tier 3,Delhi
21053,3964,120987,2025-10-05,285635.26,Redemption,55-64,< 5L,Tier 1,Haryana
21054,3901,125497,2022-02-02,68025.47,Redemption,25-34,10L-20L,Tier 1,Gujarat
21055,419,123456,2023-02-23,37654.6,SIP,25-34,< 5L,Tier 1,Madhya Pradesh
21056,4393,138291,2023-11-09,25401.22,SIP,35-44,5L-10L,Tier 2,West Bengal
21057,659,145672,2024-07-27,23147.15,SIP,25-34,5L-10L,Tier 1,Karnataka
21058,4971,133322,2023-03-27,21063.21,SIP,45-54,5L-10L,Tier 1,Maharashtra
21059,23,129876,2024-06-15,156224.82,Redemption,25-34,50L+,Tier 1,Uttar Pradesh
21060,3498,141234,2023-08-17,10764.52,SIP,35-44,5L-10L,Tier 1,Tamil Nadu
21061,3644,119418,2023-10-25,465935.83,Lumpsum,25-34,50L+,Tier 1,Gujarat
21062,1059,135773,2025-05-09,38543.74,SIP,55-64,< 5L,Tier 3,Telangana
21063,2602,119418,2026-05-22,5205.05,SIP,65+,< 5L,Tier 2,Maharashtra
21064,285,127890,2024-10-02,22306.07,SIP,55-64,5L-10L,Tier 2,Kerala
21065,4701,123456,2025-05-13,17417.75,SIP,65+,10L-20L,Tier 3,Maharashtra
21066,4637,138291,2026-01-20,452180.29,Redemption,55-64,20L-50L,Tier 3,Rajasthan
21067,536,122639,2024-04-03,49323.18,SIP,35-44,5L-10L,Tier 3,Haryana
21068,631,142517,2023-10-30,32004.59,SIP,65+,20L-50L,Tier 3,Rajasthan
21069,1938,135773,2023-01-02,705555.41,Lumpsum,55-64,10L-20L,Tier 1,Rajasthan
21070,172,128472,2022-03-12,82889.89,Lumpsum,25-34,5L-10L,Tier 3,Haryana
21071,991,146783,2026-02-01,432261.38,Redemption,55-64,10L-20L,Tier 1,Gujarat
21072,4739,140987,2025-01-09,35093.7,SIP,45-54,< 5L,Tier 1,Madhya Pradesh
21073,2497,141234,2022-08-27,16954.9,SIP,25-34,50L+,Tier 2,Karnataka
21074,596,127890,2024-08-04,35057.22,SIP,18-24,50L+,Tier 3,Delhi
21075,2823,146783,2024-03-01,101049.19,Redemption,18-24,< 5L,Tier 3,Uttar Pradesh
21076,4082,133322,2022-11-27,16008.05,SIP,35-44,10L-20L,Tier 1,West Bengal
21077,1042,143256,2023-06-12,176021.44,Redemption,18-24,5L-10L,Tier 2,Maharashtra
21078,581,125497,2022-03-14,342479.07,Redemption,25-34,< 5L,Tier 2,West Bengal
21079,474,153456,2025-07-29,4675.4,Redemption,55-64,5L-10L,Tier 3,Rajasthan
21080,425,147839,2023-08-11,28915.67,SIP,65+,20L-50L,Tier 1,Uttar Pradesh
21081,1569,131234,2022-07-08,388671.8,Redemption,25-34,10L-20L,Tier 2,Tamil Nadu
21082,4959,118834,2023-05-04,23036.55,SIP,45-54,20L-50L,Tier 1,Delhi
21083,2998,127890,2025-10-14,34851.63,SIP,35-44,5L-10L,Tier 2,Kerala
21084,807,121098,2022-01-28,44929.84,SIP,25-34,5L-10L,Tier 2,Haryana
21085,1063,142517,2023-11-18,32359.82,SIP,65+,< 5L,Tier 3,Karnataka
21086,510,137654,2025-06-11,22777.91,SIP,18-24,10L-20L,Tier 3,Madhya Pradesh
21087,4462,139847,2022-02-09,46935.76,SIP,55-64,50L+,Tier 3,Gujarat
21088,3882,129876,2023-02-11,87804.02,Redemption,55-64,5L-10L,Tier 2,Karnataka
21089,1029,136789,2025-09-08,163266.84,Lumpsum,65+,5L-10L,Tier 2,Maharashtra
21090,4986,122639,2023-08-01,303280.26,Redemption,25-34,10L-20L,Tier 2,Rajasthan
21091,1486,148540,2023-03-03,743228.41,Lumpsum,65+,50L+,Tier 1,Tamil Nadu
21092,3216,150345,2025-07-19,31145.4,SIP,65+,20L-50L,Tier 3,Gujarat
21093,3177,137654,2024-07-16,30908.46,SIP,18-24,< 5L,Tier 1,Gujarat
21094,3722,131234,2022-09-13,42726.1,SIP,25-34,20L-50L,Tier 3,Karnataka
21095,3888,151234,2022-01-03,30905.37,SIP,35-44,50L+,Tier 2,Rajasthan
21096,2276,136789,2025-05-20,866510.44,Lumpsum,18-24,20L-50L,Tier 3,Madhya Pradesh
21097,4434,123456,2024-03-31,49579.41,SIP,18-24,5L-10L,Tier 1,Madhya Pradesh
21098,2635,138291,2023-01-27,24382.05,SIP,55-64,< 5L,Tier 3,Kerala
21099,854,122639,2023-12-16,426547.64,Lumpsum,45-54,5L-10L,Tier 3,Tamil Nadu
21100,4467,141234,2024-11-07,121123.58,Redemption,65+,50L+,Tier 3,Rajasthan
21101,4512,136789,2025-01-08,401522.91,Redemption,65+,20L-50L,Tier 2,Haryana
21102,3669,133322,2025-05-03,664736.3,Lumpsum,65+,50L+,Tier 2,Rajasthan
21103,113,133322,2024-04-04,13749.14,SIP,55-64,50L+,Tier 3,West Bengal
21104,887,146783,2024-03-23,36848.16,SIP,55-64,20L-50L,Tier 1,Kerala
21105,1115,154321,2022-09-14,355024.81,Redemption,65+,5L-10L,Tier 2,Karnataka
21106,3773,127890,2022-06-01,21585.73,SIP,25-34,5L-10L,Tier 3,Kerala
21107,833,125497,2024-11-21,27955.24,SIP,45-54,20L-50L,Tier 1,West Bengal
21108,3025,139847,2024-12-15,44744.75,SIP,35-44,50L+,Tier 2,Kerala
21109,3790,129876,2025-07-24,940.45,SIP,65+,5L-10L,Tier 2,Maharashtra
21110,4752,151234,2024-10-20,46844.02,SIP,25-34,5L-10L,Tier 1,Kerala
21111,2954,135773,2024-06-21,30622.25,SIP,18-24,5L-10L,Tier 1,Madhya Pradesh
21112,2721,141234,2022-11-16,11576.39,SIP,55-64,< 5L,Tier 2,Uttar Pradesh
21113,1043,119418,2024-02-16,52955.96,Redemption,55-64,20L-50L,Tier 1,Maharashtra
21114,3203,132198,2026-05-22,491601.24,Redemption,35-44,< 5L,Tier 3,Haryana
21115,2132,118765,2026-05-12,33393.13,Lumpsum,18-24,20L-50L,Tier 2,Haryana
21116,3917,123456,2026-04-11,25923.03,SIP,55-64,50L+,Tier 1,Haryana
21117,1401,136789,2025-04-24,18847.74,SIP,25-34,< 5L,Tier 2,Karnataka
21118,308,129876,2022-03-27,49831.39,SIP,55-64,< 5L,Tier 2,Karnataka
21119,4697,137654,2026-01-14,5636.83,SIP,35-44,5L-10L,Tier 1,Tamil Nadu
21120,2110,132198,2024-10-02,21796.52,SIP,55-64,< 5L,Tier 1,Karnataka
21121,2029,147210,2025-08-13,7723.35,SIP,45-54,< 5L,Tier 2,Rajasthan
21122,4614,134567,2025-09-24,736086.51,Lumpsum,45-54,10L-20L,Tier 2,Gujarat
21123,216,149012,2025-04-03,110572.85,Redemption,55-64,5L-10L,Tier 2,Gujarat
21124,2327,135773,2025-12-10,42255.61,SIP,18-24,< 5L,Tier 2,Madhya Pradesh
21125,2747,119418,2024-12-27,22331.74,SIP,65+,20L-50L,Tier 2,Kerala
21126,2781,116543,2022-04-11,293641.89,Redemption,45-54,< 5L,Tier 1,Maharashtra
21127,1710,140987,2023-02-13,25699.76,SIP,55-64,20L-50L,Tier 1,Madhya Pradesh
21128,2809,138291,2025-12-17,5520.27,SIP,65+,< 5L,Tier 3,Rajasthan
21129,2435,131234,2023-01-25,33378.83,SIP,35-44,50L+,Tier 1,Uttar Pradesh
21130,2974,149012,2023-03-16,188830.31,Redemption,65+,< 5L,Tier 2,Karnataka
21131,1318,137654,2023-03-26,30131.76,SIP,45-54,50L+,Tier 2,Tamil Nadu
21132,3998,138291,2025-06-30,3423.59,SIP,18-24,50L+,Tier 3,Gujarat
21133,2,133322,2024-01-24,715325.28,Lumpsum,18-24,5L-10L,Tier 2,Telangana
21134,360,149012,2026-02-23,237161.14,Redemption,55-64,< 5L,Tier 1,Rajasthan
21135,4809,138543,2024-08-13,565658.11,Lumpsum,25-34,10L-20L,Tier 2,Karnataka
21136,247,122639,2023-07-14,18542.8,SIP,45-54,< 5L,Tier 1,Tamil Nadu
21137,1937,149012,2022-10-21,30528.86,SIP,18-24,5L-10L,Tier 1,Gujarat
21138,2614,146783,2022-12-11,419588.7,Redemption,18-24,5L-10L,Tier 3,West Bengal
21139,4385,121098,2025-06-09,7432.79,SIP,45-54,10L-20L,Tier 2,Rajasthan
21140,1450,118765,2023-07-13,829877.21,Lumpsum,55-64,10L-20L,Tier 2,West Bengal
21141,1788,146783,2022-02-19,11080.68,SIP,55-64,50L+,Tier 1,Delhi
21142,4184,120987,2024-02-18,400028.15,Redemption,18-24,5L-10L,Tier 1,West Bengal
21143,294,134567,2025-02-27,425174.57,Redemption,18-24,5L-10L,Tier 2,Karnataka
21144,2998,145672,2023-12-07,533582.81,Lumpsum,35-44,5L-10L,Tier 2,Kerala
21145,318,142517,2022-02-15,134664.54,Redemption,45-54,< 5L,Tier 1,Madhya Pradesh
21146,1615,118834,2022-02-28,18870.1,SIP,45-54,50L+,Tier 3,Gujarat
21147,3241,141234,2024-01-04,36454.1,SIP,18-24,< 5L,Tier 1,Kerala
21148,3700,122639,2024-12-10,169554.48,Lumpsum,18-24,< 5L,Tier 1,Telangana
21149,4257,124567,2024-09-22,9256.09,SIP,18-24,< 5L,Tier 1,Rajasthan
21150,4771,144321,2025-11-29,44255.31,SIP,65+,20L-50L,Tier 2,Telangana
21151,4246,143256,2025-05-06,464858.66,Lumpsum,18-24,10L-20L,Tier 2,Rajasthan
21152,1266,141234,2025-04-21,436824.36,Redemption,25-34,< 5L,Tier 1,Kerala
