investor_id,age_group,gender,city_tier,annual_income_lakh,total_invested,num_transactions,avg_sip_amount
INV002303,26-35,Male,B30,12.5,137559,1,137559.0
INV002304,46-55,Male,B30,57.7,754607,12,62883.916666666664
INV002305,36-45,Male,T30,19.4,265148,2,132574.0
INV002306,18-25,Male,T30,3.4,894884,8,111860.5
INV002307,26-35,Male,T30,24.2,223399,6,37233.166666666664
INV002308,26-35,Male,T30,19.0,1773329,11,161211.72727272726
INV002309,26-35,Female,T30,16.6,52802,2,26401.0
INV002310,26-35,Female,B30,15.6,769265,6,128210.83333333333
INV002311,36-45,Male,B30,31.5,2378382,11,216216.54545454544
INV002312,18-25,Female,T30,5.5,493510,5,98702.0
INV002313,26-35,Female,T30,8.4,50620,1,50620.0
INV002314,18-25,Male,T30,3.9,89326,4,22331.5
INV002315,18-25,Male,B30,6.4,1326374,12,110531.16666666667
INV002316,26-35,Male,B30,16.7,613515,5,122703.0
INV002317,26-35,Male,T30,18.1,454318,3,151439.33333333334
INV002318,36-45,Male,T30,21.1,753688,5,150737.6
INV002319,26-35,Male,B30,8.7,855380,11,77761.81818181818
INV002320,26-35,Male,B30,23.7,663504,3,221168.0
INV002321,26-35,Male,T30,22.5,25499,1,25499.0
INV002322,18-25,Male,T30,3.3,788119,9,87568.77777777778
INV002323,36-45,Female,T30,33.7,84826,7,12118.0
INV002324,26-35,Male,T30,16.2,1134532,8,141816.5
INV002325,36-45,Male,B30,48.8,587201,5,117440.2
INV002326,36-45,Female,T30,33.2,1427839,10,142783.9
INV002327,26-35,Male,B30,7.0,462608,11,42055.27272727273
INV002328,26-35,Male,T30,11.6,935779,7,133682.7142857143
INV002329,56+,Male,T30,51.2,1111142,12,92595.16666666667
INV002330,26-35,Female,T30,17.5,189122,5,37824.4
INV002331,26-35,Female,T30,22.6,877330,4,219332.5
INV002332,26-35,Female,T30,13.4,553885,8,69235.625
INV002333,26-35,Male,B30,23.7,857688,6,142948.0
INV002334,56+,Male,T30,40.4,680633,4,170158.25
INV002335,26-35,Male,B30,19.3,876063,4,219015.75
INV002336,36-45,Male,T30,35.8,26986,1,26986.0
INV002337,26-35,Female,T30,17.5,475504,2,237752.0
INV002338,26-35,Male,T30,23.6,478221,7,68317.28571428571
INV002339,36-45,Male,T30,46.4,764790,6,127465.0
INV002340,26-35,Female,B30,7.3,1135725,3,378575.0
INV002341,36-45,Female,T30,50.8,601521,6,100253.5
INV002342,26-35,Male,T30,15.8,754082,9,83786.88888888889
INV002343,26-35,Male,B30,22.1,1162620,12,96885.0
INV002344,46-55,Female,T30,92.9,1249953,8,156244.125
INV002345,36-45,Male,B30,38.3,761278,8,95159.75
INV002346,36-45,Male,T30,54.5,346485,6,57747.5
INV002347,26-35,Female,T30,6.5,30517,9,3390.777777777778
INV002348,26-35,Male,B30,13.4,1500909,12,125075.75
INV002349,26-35,Female,B30,9.6,420835,10,42083.5
INV002350,26-35,Male,T30,23.0,1945935,10,194593.5
INV002351,36-45,Male,T30,18.9,1174003,12,97833.58333333333
INV002352,56+,Male,T30,28.1,665521,5,133104.2
INV002353,46-55,Male,T30,40.5,1366211,9,151801.22222222222
INV002354,46-55,Male,B30,86.9,74849,1,74849.0
INV002355,26-35,Female,T30,23.7,412342,2,206171.0
INV002356,26-35,Female,T30,21.3,24801,2,12400.5
INV002357,26-35,Male,T30,7.8,1367648,12,113970.66666666667
INV002358,36-45,Female,T30,55.6,107468,5,21493.6
INV002359,36-45,Male,T30,30.5,136118,1,136118.0
INV002360,26-35,Male,T30,11.6,853269,12,71105.75
INV002361,36-45,Male,T30,59.3,958843,10,95884.3
INV002362,26-35,Male,T30,22.3,391995,1,391995.0
INV002363,26-35,Male,T30,12.7,920959,9,102328.77777777778
INV002364,46-55,Male,T30,51.3,900794,8,112599.25
INV002365,46-55,Male,T30,76.9,1718580,10,171858.0
INV002366,26-35,Female,T30,20.4,753367,4,188341.75
INV002367,26-35,Male,T30,13.9,367239,8,45904.875
INV002368,26-35,Male,T30,13.7,776842,12,64736.833333333336
INV002369,36-45,Male,B30,33.6,604364,10,60436.4
INV002370,26-35,Male,T30,16.6,95686,8,11960.75
INV002371,26-35,Female,B30,20.9,517810,2,258905.0
INV002372,36-45,Female,T30,28.6,778488,9,86498.66666666667
INV002373,36-45,Male,T30,56.3,1419347,12,118278.91666666667
INV002374,26-35,Female,B30,8.6,1023844,11,93076.72727272728
INV002375,46-55,Male,T30,64.0,574298,4,143574.5
INV002376,18-25,Male,T30,6.8,244709,2,122354.5
INV002377,18-25,Male,B30,7.1,280854,4,70213.5
INV002378,26-35,Male,T30,12.1,718036,6,119672.66666666667
INV002379,26-35,Male,B30,15.6,937322,5,187464.4
INV002380,26-35,Male,T30,19.4,59019,4,14754.75
INV002381,36-45,Male,B30,23.1,942299,6,157049.83333333334
INV002382,26-35,Male,T30,18.5,906899,8,113362.375
INV002383,18-25,Female,B30,3.2,991385,4,247846.25
INV002384,26-35,Male,B30,24.3,732972,12,61081.0
INV002385,26-35,Male,T30,21.9,55543,3,18514.333333333332
INV002386,26-35,Female,T30,19.8,3282,1,3282.0
INV002387,26-35,Male,T30,13.1,1345043,10,134504.3
INV002388,18-25,Male,B30,4.8,854220,9,94913.33333333333
INV002389,36-45,Male,B30,50.8,525422,12,43785.166666666664
INV002390,56+,Female,B30,24.4,404117,7,57731.0
INV002391,18-25,Female,B30,7.9,889199,10,88919.9
INV002392,56+,Female,T30,68.4,576950,6,96158.33333333333
INV002393,26-35,Female,B30,15.2,1307114,9,145234.88888888888
INV002394,46-55,Male,T30,84.9,711233,7,101604.71428571429
INV002395,26-35,Male,T30,13.0,58610,6,9768.333333333334
INV002396,18-25,Female,B30,3.6,1099257,4,274814.25
INV002397,26-35,Male,B30,20.2,1013153,7,144736.14285714287
INV002398,26-35,Male,B30,10.1,32185,1,32185.0
INV002399,46-55,Female,T30,34.7,1815409,12,151284.08333333334
INV002400,36-45,Male,T30,15.5,834526,12,69543.83333333333
INV002401,26-35,Male,T30,20.9,547739,11,49794.454545454544
INV002402,46-55,Male,T30,55.5,620722,10,62072.2
INV002403,18-25,Male,B30,3.3,414432,5,82886.4
INV002404,18-25,Female,B30,7.5,68711,2,34355.5
INV002405,18-25,Male,B30,7.6,324734,4,81183.5
INV002406,36-45,Male,T30,31.9,301115,2,150557.5
INV002407,36-45,Male,T30,35.9,1190428,10,119042.8
INV002408,56+,Male,T30,56.2,41074,2,20537.0
INV002409,18-25,Female,B30,4.9,1188044,12,99003.66666666667
INV002410,26-35,Male,B30,8.7,2285,1,2285.0
INV002411,46-55,Male,T30,38.4,566545,5,113309.0
INV002412,26-35,Male,T30,11.4,593341,7,84763.0
INV002413,26-35,Male,T30,14.4,676857,11,61532.454545454544
INV002414,26-35,Female,T30,24.1,888685,7,126955.0
INV002415,36-45,Male,T30,13.9,919026,11,83547.81818181818
INV002416,26-35,Female,T30,15.2,2105097,9,233899.66666666666
INV002417,26-35,Male,B30,16.8,572483,10,57248.3
INV002418,36-45,Male,B30,34.0,767617,8,95952.125
INV002419,36-45,Male,B30,58.7,182246,4,45561.5
INV002420,26-35,Female,B30,6.4,1457451,12,121454.25
INV002421,26-35,Male,T30,6.8,271016,2,135508.0
INV002422,36-45,Male,T30,20.5,689464,12,57455.333333333336
INV002423,46-55,Male,T30,38.7,504074,5,100814.8
INV002424,56+,Female,T30,51.2,798824,6,133137.33333333334
INV002425,26-35,Male,B30,18.1,419102,4,104775.5
INV002426,26-35,Male,B30,10.9,370575,6,61762.5
INV002427,18-25,Female,B30,6.5,1604033,9,178225.88888888888
INV002428,56+,Female,T30,38.0,770843,4,192710.75
INV002429,26-35,Male,B30,11.2,790559,8,98819.875
INV002430,26-35,Male,B30,16.2,1496835,11,136075.9090909091
INV002431,26-35,Female,T30,14.8,1874983,8,234372.875
INV002432,46-55,Female,T30,48.1,12141,2,6070.5
INV002433,36-45,Female,B30,46.3,1109,1,1109.0
INV002434,26-35,Male,B30,13.8,380404,7,54343.42857142857
INV002435,56+,Female,B30,58.6,41496,5,8299.2
INV002436,46-55,Male,T30,28.8,16148,4,4037.0
INV002437,26-35,Male,B30,24.8,840758,10,84075.8
INV002438,56+,Male,B30,37.9,817224,3,272408.0
INV002439,18-25,Male,T30,3.8,334717,2,167358.5
INV002440,18-25,Female,T30,3.0,1233314,6,205552.33333333334
INV002441,26-35,Male,T30,19.6,256187,4,64046.75
INV002442,56+,Female,B30,30.7,7979,2,3989.5
INV002443,36-45,Male,T30,57.0,2279,1,2279.0
INV002444,18-25,Female,T30,3.8,1471264,8,183908.0
INV002445,26-35,Male,T30,9.5,688480,11,62589.09090909091
INV002446,26-35,Male,B30,12.9,603436,6,100572.66666666667
INV002447,26-35,Male,T30,21.3,474124,2,237062.0
INV002448,26-35,Male,B30,24.7,202788,3,67596.0
INV002449,46-55,Male,B30,78.3,8972,2,4486.0
INV002450,36-45,Female,T30,14.5,862905,5,172581.0
INV002451,18-25,Male,T30,6.6,90042,2,45021.0
INV002452,18-25,Male,B30,5.1,675952,7,96564.57142857143
INV002453,26-35,Female,T30,16.1,1366605,11,124236.81818181818
INV002454,36-45,Male,B30,37.5,899501,7,128500.14285714286
INV002455,26-35,Male,T30,13.4,5559,1,5559.0
INV002456,26-35,Male,T30,22.5,319032,2,159516.0
INV002457,36-45,Male,T30,39.2,372388,3,124129.33333333333
INV002458,18-25,Male,T30,7.1,1029487,11,93589.72727272728
INV002459,18-25,Female,B30,5.2,853573,12,71131.08333333333
INV002460,36-45,Male,B30,44.8,769935,5,153987.0
INV002461,26-35,Male,T30,19.5,928836,6,154806.0
INV002462,36-45,Male,T30,19.6,7150,1,7150.0
INV002463,18-25,Male,B30,7.0,554869,7,79267.0
INV002464,26-35,Female,T30,22.9,172621,7,24660.14285714286
INV002465,26-35,Female,T30,7.0,808512,5,161702.4
INV002466,36-45,Male,T30,36.9,1437375,12,119781.25
INV002467,36-45,Male,T30,12.3,436732,10,43673.2
INV002468,46-55,Male,T30,48.8,1030573,7,147224.7142857143
INV002469,26-35,Female,T30,12.3,1591641,10,159164.1
INV002470,46-55,Female,T30,26.1,1135,1,1135.0
INV002471,18-25,Male,T30,3.1,898267,11,81660.63636363637
INV002472,26-35,Female,T30,19.1,2225597,10,222559.7
INV002473,36-45,Male,T30,41.8,1209821,8,151227.625
INV002474,36-45,Male,T30,54.3,1870,1,1870.0
INV002475,26-35,Male,T30,14.4,129760,11,11796.363636363636
INV002476,36-45,Female,T30,58.6,1217708,9,135300.88888888888
INV002477,46-55,Female,T30,72.4,53918,3,17972.666666666668
INV002478,18-25,Male,T30,4.4,198698,3,66232.66666666667
INV002479,18-25,Male,T30,3.3,29314,2,14657.0
INV002480,26-35,Male,T30,20.5,114341,1,114341.0
INV002481,46-55,Male,T30,64.1,418433,2,209216.5
INV002482,26-35,Male,T30,12.8,545280,1,545280.0
INV002483,46-55,Female,T30,60.8,834245,8,104280.625
INV002484,26-35,Male,T30,24.1,526210,2,263105.0
INV002485,46-55,Female,B30,70.2,1309919,12,109159.91666666667
INV002486,56+,Male,T30,16.2,512045,9,56893.88888888889
INV002487,26-35,Male,T30,19.5,305091,3,101697.0
INV002488,26-35,Male,T30,12.2,1005263,7,143609.0
INV002489,56+,Female,B30,52.2,3507,2,1753.5
INV002490,36-45,Female,T30,28.1,979295,10,97929.5
INV002491,18-25,Male,B30,4.4,305270,4,76317.5
INV002492,26-35,Female,T30,6.8,360745,1,360745.0
INV002493,56+,Female,T30,27.1,176520,4,44130.0
INV002494,46-55,Male,T30,40.0,350760,3,116920.0
INV002495,26-35,Male,B30,6.6,442282,10,44228.2
INV002496,36-45,Male,B30,40.5,463045,7,66149.28571428571
INV002497,26-35,Female,T30,13.0,814128,12,67844.0
INV002498,36-45,Male,T30,56.2,408636,2,204318.0
INV002499,26-35,Male,T30,23.0,1075222,8,134402.75
INV002500,26-35,Male,T30,14.7,1726649,12,143887.41666666666
INV002501,26-35,Female,T30,24.8,169066,1,169066.0
INV002502,26-35,Male,B30,23.6,426924,7,60989.142857142855
INV002503,26-35,Male,T30,11.5,1242672,9,138074.66666666666
INV002504,26-35,Male,B30,22.4,1290510,10,129051.0
INV002505,36-45,Female,B30,21.1,718010,4,179502.5
INV002506,18-25,Female,T30,3.2,549139,8,68642.375
INV002507,26-35,Female,T30,12.7,593932,6,98988.66666666667
INV002508,46-55,Male,T30,60.8,128547,9,14283.0
INV002509,36-45,Female,T30,19.9,668923,12,55743.583333333336
INV002510,36-45,Male,B30,32.6,1152823,12,96068.58333333333
INV002511,36-45,Male,T30,45.5,420200,2,210100.0
INV002512,46-55,Male,T30,74.6,1018520,5,203704.0
INV002513,26-35,Female,B30,10.6,337981,5,67596.2
INV002514,18-25,Male,B30,7.5,72316,3,24105.333333333332
INV002515,56+,Female,T30,73.9,973591,5,194718.2
INV002516,36-45,Female,B30,39.6,418311,4,104577.75
INV002517,26-35,Male,T30,19.8,4897,1,4897.0
INV002518,36-45,Male,T30,39.4,507808,5,101561.6
INV002519,56+,Male,T30,29.7,48999,1,48999.0
INV002520,36-45,Male,T30,48.9,1967715,12,163976.25
INV002521,26-35,Male,T30,12.3,495324,8,61915.5
INV002522,26-35,Female,T30,6.3,175414,1,175414.0
INV002523,46-55,Female,T30,57.2,1861163,12,155096.91666666666
INV002524,46-55,Male,B30,72.9,822644,3,274214.6666666667
INV002525,18-25,Male,B30,4.5,162873,3,54291.0
INV002526,18-25,Female,B30,3.5,1511279,11,137389.0
INV002527,18-25,Male,T30,6.8,628152,11,57104.72727272727
INV002528,46-55,Male,T30,16.3,240997,6,40166.166666666664
INV002529,18-25,Female,T30,5.3,822048,6,137008.0
INV002530,36-45,Male,T30,53.9,301697,9,33521.88888888889
INV002531,36-45,Female,B30,50.4,723463,10,72346.3
INV002532,56+,Female,T30,11.7,308468,4,77117.0
INV002533,46-55,Male,B30,73.5,253220,7,36174.28571428572
INV002534,46-55,Male,T30,31.0,324264,4,81066.0
INV002535,36-45,Male,B30,22.6,1750901,11,159172.81818181818
INV002536,26-35,Male,T30,11.9,921052,6,153508.66666666666
INV002537,36-45,Female,T30,43.7,104160,1,104160.0
INV002538,18-25,Male,T30,4.7,30934,2,15467.0
INV002539,18-25,Male,T30,6.4,9949,2,4974.5
INV002540,26-35,Male,B30,10.8,702699,6,117116.5
INV002541,46-55,Male,B30,63.8,792757,5,158551.4
INV002542,26-35,Female,T30,15.9,1139898,9,126655.33333333333
INV002543,18-25,Female,T30,7.7,1211489,12,100957.41666666667
INV002544,26-35,Male,B30,7.4,8566,1,8566.0
INV002545,36-45,Male,B30,31.5,1199007,5,239801.4
INV002546,26-35,Male,T30,19.3,1299210,10,129921.0
INV002547,26-35,Male,T30,7.3,1475760,10,147576.0
INV002548,26-35,Male,T30,21.3,1100118,7,157159.7142857143
INV002549,26-35,Male,T30,12.5,1611382,9,179042.44444444444
INV002550,26-35,Female,B30,15.3,68048,3,22682.666666666668
INV002551,18-25,Female,T30,5.9,670617,8,83827.125
INV002552,36-45,Male,T30,24.4,574322,12,47860.166666666664
INV002553,36-45,Female,T30,47.8,2668557,12,222379.75
INV002554,18-25,Male,B30,5.4,380124,8,47515.5
INV002555,36-45,Male,T30,24.5,1025854,10,102585.4
INV002556,26-35,Male,T30,8.1,1384313,6,230718.83333333334
INV002557,26-35,Female,T30,18.2,700569,9,77841.0
INV002558,26-35,Female,B30,9.1,1422537,11,129321.54545454546
INV002559,18-25,Female,B30,3.4,386263,3,128754.33333333333
INV002560,26-35,Male,B30,6.4,348692,7,49813.142857142855
INV002561,18-25,Female,T30,4.6,577759,5,115551.8
INV002562,26-35,Male,T30,8.7,43246,1,43246.0
INV002563,18-25,Female,T30,6.8,1166291,10,116629.1
INV002564,18-25,Male,T30,5.6,737573,3,245857.66666666666
INV002565,26-35,Male,T30,10.0,1311060,10,131106.0
INV002566,26-35,Female,B30,23.0,517343,8,64667.875
INV002567,36-45,Male,T30,20.3,1733981,11,157634.63636363635
INV002568,26-35,Female,T30,7.3,216067,9,24007.444444444445
INV002569,36-45,Female,B30,16.5,318469,2,159234.5
INV002570,36-45,Male,T30,55.3,1229933,12,102494.41666666667
INV002571,36-45,Female,T30,32.1,890369,8,111296.125
INV002572,56+,Male,T30,19.5,1095020,11,99547.27272727272
INV002573,26-35,Male,B30,10.0,8328,1,8328.0
INV002574,26-35,Male,B30,11.1,1051020,12,87585.0
INV002575,18-25,Male,T30,7.9,530975,11,48270.454545454544
INV002576,26-35,Male,T30,20.3,1360157,8,170019.625
INV002577,36-45,Female,B30,60.0,51820,3,17273.333333333332
INV002578,26-35,Male,T30,20.9,744333,5,148866.6
INV002579,36-45,Male,T30,30.1,281290,7,40184.28571428572
INV002580,36-45,Female,T30,46.0,48803,4,12200.75
INV002581,26-35,Male,T30,21.4,336586,1,336586.0
INV002582,26-35,Female,T30,11.1,1082210,10,108221.0
INV002583,46-55,Male,T30,48.5,1657784,7,236826.2857142857
INV002584,36-45,Female,T30,40.0,675479,3,225159.66666666666
INV002585,18-25,Male,T30,3.2,1876600,12,156383.33333333334
INV002586,26-35,Female,T30,9.1,105304,7,15043.42857142857
INV002587,18-25,Male,T30,7.2,1127648,6,187941.33333333334
INV002588,18-25,Male,T30,5.5,1901993,9,211332.55555555556
INV002589,26-35,Male,T30,23.3,8624,1,8624.0
INV002590,36-45,Male,T30,45.1,1061648,12,88470.66666666667
INV002591,18-25,Male,T30,3.7,528508,8,66063.5
INV002592,26-35,Female,B30,15.7,1134073,6,189012.16666666666
INV002593,36-45,Male,T30,36.5,139606,4,34901.5
INV002594,26-35,Male,T30,23.7,1388876,10,138887.6
INV002595,36-45,Male,B30,27.8,471571,5,94314.2
INV002596,26-35,Male,T30,16.2,267155,3,89051.66666666667
INV002597,26-35,Male,T30,12.0,805586,6,134264.33333333334
INV002598,26-35,Male,T30,14.6,994120,11,90374.54545454546
INV002599,26-35,Male,T30,11.4,529509,7,75644.14285714286
INV002600,36-45,Female,B30,54.1,892775,5,178555.0
INV002601,36-45,Female,B30,34.1,434964,3,144988.0
INV002602,56+,Female,T30,45.7,1155403,12,96283.58333333333
INV002603,36-45,Male,T30,28.4,1607484,6,267914.0
INV002604,36-45,Female,T30,25.5,365542,6,60923.666666666664
INV002605,46-55,Male,T30,87.0,1031428,5,206285.6
INV002606,26-35,Female,T30,8.1,428091,9,47565.666666666664
INV002607,36-45,Male,B30,57.5,1526125,6,254354.16666666666
INV002608,36-45,Female,B30,22.2,51776,4,12944.0
INV002609,36-45,Male,B30,27.7,273899,2,136949.5
INV002610,36-45,Female,B30,31.7,736043,5,147208.6
INV002611,26-35,Male,T30,21.5,1678851,6,279808.5
INV002612,26-35,Male,T30,16.2,17198,2,8599.0
INV002613,46-55,Female,T30,44.3,1098323,12,91526.91666666667
INV002614,36-45,Male,T30,13.2,480166,4,120041.5
INV002615,26-35,Female,T30,11.6,4382,1,4382.0
INV002616,26-35,Male,B30,21.9,359877,4,89969.25
INV002617,26-35,Male,B30,13.9,252149,4,63037.25
INV002618,36-45,Male,T30,24.4,486,1,486.0
INV002619,18-25,Male,T30,3.4,1055131,6,175855.16666666666
INV002620,46-55,Female,B30,88.5,10679,2,5339.5
INV002621,26-35,Female,B30,22.6,895547,6,149257.83333333334
INV002622,18-25,Female,B30,4.0,689616,11,62692.36363636364
INV002623,36-45,Male,T30,49.3,2184,1,2184.0
INV002624,26-35,Male,T30,8.7,885681,5,177136.2
INV002625,46-55,Female,T30,99.3,743144,6,123857.33333333333
INV002626,36-45,Male,T30,29.4,412482,6,68747.0
INV002627,26-35,Male,T30,19.0,393005,8,49125.625
INV002628,26-35,Male,B30,16.4,1173839,9,130426.55555555556
INV002629,36-45,Male,B30,32.9,38172,4,9543.0
INV002630,36-45,Male,B30,19.6,604786,8,75598.25
INV002631,46-55,Female,B30,93.8,1312611,8,164076.375
INV002632,26-35,Female,T30,14.1,815495,11,74135.90909090909
INV002633,26-35,Female,T30,8.1,1822320,12,151860.0
INV002634,26-35,Male,B30,10.7,1155097,7,165013.85714285713
INV002635,18-25,Male,T30,3.8,1130827,10,113082.7
INV002636,56+,Female,T30,21.0,1410,2,705.0
INV002637,26-35,Male,T30,14.4,976980,6,162830.0
INV002638,18-25,Male,T30,4.2,787725,4,196931.25
INV002639,36-45,Male,T30,20.7,220235,7,31462.14285714286
INV002640,56+,Female,B30,50.5,407956,12,33996.333333333336
INV002641,56+,Male,B30,27.1,722158,8,90269.75
INV002642,46-55,Female,T30,48.8,1528148,10,152814.8
INV002643,36-45,Male,T30,29.2,604134,9,67126.0
INV002644,56+,Male,B30,15.2,391205,1,391205.0
INV002645,46-55,Female,T30,67.7,718998,11,65363.454545454544
INV002646,36-45,Male,T30,17.4,2310,1,2310.0
INV002647,46-55,Male,T30,87.0,1051925,7,150275.0
INV002648,36-45,Male,T30,57.1,745128,7,106446.85714285714
INV002649,46-55,Male,B30,69.7,454765,4,113691.25
INV002650,26-35,Male,T30,13.7,489864,5,97972.8
INV002651,26-35,Male,B30,12.5,904120,5,180824.0
INV002652,36-45,Male,T30,40.6,1408127,9,156458.55555555556
INV002653,26-35,Male,T30,7.5,513,1,513.0
INV002654,36-45,Female,T30,38.2,634501,11,57681.90909090909
INV002655,56+,Male,B30,44.4,508531,4,127132.75
INV002656,26-35,Male,B30,9.6,1556050,10,155605.0
INV002657,36-45,Male,B30,50.0,167584,5,33516.8
INV002658,26-35,Female,T30,16.8,620774,6,103462.33333333333
INV002659,36-45,Female,B30,56.5,1026277,10,102627.7
INV002660,36-45,Male,T30,28.2,580860,5,116172.0
INV002661,36-45,Male,T30,21.6,908,2,454.0
INV002662,26-35,Male,B30,20.5,152791,3,50930.333333333336
INV002663,36-45,Male,B30,46.0,279886,1,279886.0
INV002664,26-35,Male,T30,17.3,595421,6,99236.83333333333
INV002665,26-35,Male,T30,8.9,139830,1,139830.0
INV002666,46-55,Female,B30,93.7,978886,11,88989.63636363637
INV002667,36-45,Male,B30,50.7,244753,1,244753.0
INV002668,26-35,Male,T30,9.8,1798948,12,149912.33333333334
INV002669,46-55,Male,T30,50.4,485674,3,161891.33333333334
INV002670,36-45,Male,B30,48.7,32088,3,10696.0
INV002671,18-25,Male,T30,6.3,800949,12,66745.75
INV002672,26-35,Male,B30,10.2,441,1,441.0
INV002673,26-35,Male,T30,14.2,921689,10,92168.9
INV002674,26-35,Female,B30,7.4,1451234,12,120936.16666666667
INV002675,36-45,Male,B30,17.9,974634,12,81219.5
INV002676,46-55,Male,T30,81.0,565809,4,141452.25
INV002677,56+,Male,T30,21.7,388167,2,194083.5
INV002678,26-35,Female,T30,22.5,472,1,472.0
INV002679,36-45,Male,B30,33.8,1242019,8,155252.375
INV002680,36-45,Male,T30,17.4,689501,5,137900.2
INV002681,18-25,Female,B30,7.2,77813,7,11116.142857142857
INV002682,26-35,Male,B30,17.9,1690507,10,169050.7
INV002683,26-35,Male,B30,9.7,477982,5,95596.4
INV002684,36-45,Female,T30,56.2,1273552,11,115777.45454545454
INV002685,18-25,Male,B30,3.7,732855,6,122142.5
INV002686,18-25,Male,T30,5.7,1228291,5,245658.2
INV002687,36-45,Male,T30,25.9,1038000,8,129750.0
INV002688,26-35,Male,T30,23.5,360928,10,36092.8
INV002689,26-35,Male,B30,7.4,1462406,11,132946.0
INV002690,36-45,Male,B30,58.0,761823,4,190455.75
INV002691,26-35,Female,B30,20.6,142434,2,71217.0
INV002692,26-35,Male,T30,16.7,1912308,9,212478.66666666666
INV002693,26-35,Male,B30,22.5,1480616,12,123384.66666666667
INV002694,26-35,Male,T30,12.9,336088,4,84022.0
INV002695,26-35,Male,T30,18.8,2490,1,2490.0
INV002696,18-25,Male,B30,7.1,1740739,11,158249.0
INV002697,26-35,Male,T30,14.1,295570,9,32841.11111111111
INV002698,26-35,Male,T30,20.9,2056205,11,186927.72727272726
INV002699,18-25,Female,T30,6.1,52215,4,13053.75
INV002700,26-35,Male,B30,8.1,488317,9,54257.444444444445
INV002701,26-35,Male,T30,11.6,496000,4,124000.0
INV002702,36-45,Male,T30,25.4,687038,10,68703.8
INV002703,18-25,Male,B30,3.1,557730,4,139432.5
INV002704,36-45,Female,T30,47.8,1558276,12,129856.33333333333
INV002705,46-55,Female,T30,90.6,849407,12,70783.91666666667
INV002706,46-55,Female,B30,22.8,1253360,11,113941.81818181818
INV002707,26-35,Male,T30,24.7,2651584,11,241053.0909090909
INV002708,26-35,Male,B30,14.0,1553060,12,129421.66666666667
INV002709,36-45,Male,B30,39.9,38177,2,19088.5
INV002710,26-35,Male,B30,22.6,9983,2,4991.5
INV002711,26-35,Male,T30,12.4,550183,9,61131.444444444445
INV002712,46-55,Male,T30,24.8,388340,12,32361.666666666668
INV002713,26-35,Female,B30,6.7,17714,2,8857.0
INV002714,46-55,Male,T30,65.7,495424,5,99084.8
INV002715,26-35,Male,B30,19.8,527,1,527.0
INV002716,56+,Female,T30,47.4,298557,6,49759.5
INV002717,26-35,Female,B30,24.8,328135,4,82033.75
INV002718,36-45,Male,T30,15.6,579809,7,82829.85714285714
INV002719,18-25,Female,T30,4.8,293243,3,97747.66666666667
INV002720,26-35,Male,T30,19.2,441054,4,110263.5
INV002721,46-55,Female,T30,25.7,818,1,818.0
INV002722,36-45,Female,T30,50.9,1098120,10,109812.0
INV002723,36-45,Female,T30,54.4,44585,9,4953.888888888889
INV002724,36-45,Male,B30,26.3,1640894,12,136741.16666666666
INV002725,46-55,Female,B30,49.2,669734,6,111622.33333333333
INV002726,36-45,Male,T30,16.9,1387173,12,115597.75
INV002727,26-35,Female,B30,6.3,636901,8,79612.625
INV002728,26-35,Male,T30,16.0,11412,1,11412.0
INV002729,26-35,Female,B30,15.4,2065041,8,258130.125
INV002730,26-35,Male,B30,7.5,155942,1,155942.0
INV002731,26-35,Male,B30,6.9,772457,2,386228.5
INV002732,18-25,Male,T30,4.5,1027836,11,93439.63636363637
INV002733,26-35,Male,T30,19.0,851110,10,85111.0
INV002734,26-35,Female,B30,15.8,369356,6,61559.333333333336
INV002735,18-25,Female,B30,7.6,1440895,12,120074.58333333333
INV002736,18-25,Female,B30,6.2,2166018,11,196910.72727272726
INV002737,18-25,Female,T30,5.4,1395803,12,116316.91666666667
INV002738,36-45,Male,B30,38.7,1307764,5,261552.8
INV002739,36-45,Female,T30,20.6,59250,3,19750.0
INV002740,26-35,Female,T30,24.5,1113136,7,159019.42857142858
INV002741,26-35,Male,T30,19.9,56215,4,14053.75
INV002742,46-55,Female,B30,34.5,190794,2,95397.0
INV002743,56+,Male,T30,49.8,830045,8,103755.625
INV002744,36-45,Male,T30,25.9,64967,10,6496.7
INV002745,18-25,Male,B30,7.6,440351,6,73391.83333333333
INV002746,26-35,Male,T30,23.2,832761,11,75705.54545454546
INV002747,46-55,Male,B30,34.0,1381161,7,197308.7142857143
INV002748,26-35,Male,B30,7.8,1058411,7,151201.57142857142
INV002749,46-55,Female,T30,58.7,528623,3,176207.66666666666
INV002750,36-45,Male,B30,41.8,489019,9,54335.444444444445
INV002751,36-45,Male,T30,45.4,771855,10,77185.5
INV002752,26-35,Male,B30,20.1,1187556,9,131950.66666666666
INV002753,26-35,Female,T30,21.2,1438337,11,130757.90909090909
INV002754,46-55,Male,T30,82.6,238195,6,39699.166666666664
INV002755,36-45,Female,T30,32.4,13259,1,13259.0
INV002756,36-45,Male,T30,49.7,424706,3,141568.66666666666
INV002757,18-25,Male,T30,5.0,314992,5,62998.4
INV002758,26-35,Male,T30,7.3,621192,9,69021.33333333333
INV002759,36-45,Male,T30,44.6,1285048,7,183578.2857142857
INV002760,26-35,Female,B30,24.1,1118,1,1118.0
INV002761,26-35,Male,T30,14.9,1304993,12,108749.41666666667
INV002762,26-35,Female,B30,21.9,972214,9,108023.77777777778
